emotion,intensity,statement,repetition,actor,actor_name,file_name
angry,strong,02,01,male,actor_06,data/Actor_06/03-01-05-02-02-01-06.wav
disgust,normal,02,01,male,actor_06,data/Actor_06/03-01-07-01-02-01-06.wav
sad,normal,02,02,male,actor_06,data/Actor_06/03-01-04-01-02-02-06.wav
sad,strong,01,02,male,actor_06,data/Actor_06/03-01-04-02-01-02-06.wav
disgust,strong,01,01,male,actor_06,data/Actor_06/03-01-07-02-01-01-06.wav
surprised,strong,02,01,female,actor_01,data/Actor_01/03-01-08-02-02-01-01.wav
surprised,normal,01,01,female,actor_01,data/Actor_01/03-01-08-01-01-01-01.wav
angry,normal,02,01,female,actor_01,data/Actor_01/03-01-05-01-02-01-01.wav
fearful,normal,02,02,female,actor_01,data/Actor_01/03-01-06-01-02-02-01.wav
fearful,strong,01,02,female,actor_01,data/Actor_01/03-01-06-02-01-02-01.wav
angry,strong,01,01,female,actor_01,data/Actor_01/03-01-05-02-01-01-01.wav
disgust,normal,01,01,female,actor_01,data/Actor_01/03-01-07-01-01-01-01.wav
sad,normal,01,02,female,actor_01,data/Actor_01/03-01-04-01-01-02-01.wav
sad,strong,02,02,female,actor_01,data/Actor_01/03-01-04-02-02-02-01.wav
disgust,strong,02,01,female,actor_01,data/Actor_01/03-01-07-02-02-01-01.wav
happy,strong,02,02,female,actor_01,data/Actor_01/03-01-03-02-02-02-01.wav
happy,normal,01,02,female,actor_01,data/Actor_01/03-01-03-01-01-02-01.wav
calm,strong,01,01,female,actor_01,data/Actor_01/03-01-02-02-01-01-01.wav
neutral,normal,02,02,female,actor_01,data/Actor_01/03-01-01-01-02-02-01.wav
calm,normal,02,01,female,actor_01,data/Actor_01/03-01-02-01-02-01-01.wav
happy,strong,01,01,female,actor_01,data/Actor_01/03-01-03-02-01-01-01.wav
happy,normal,02,01,female,actor_01,data/Actor_01/03-01-03-01-02-01-01.wav
calm,strong,02,02,female,actor_01,data/Actor_01/03-01-02-02-02-02-01.wav
calm,normal,01,02,female,actor_01,data/Actor_01/03-01-02-01-01-02-01.wav
neutral,normal,01,01,female,actor_01,data/Actor_01/03-01-01-01-01-01-01.wav
surprised,strong,01,02,female,actor_01,data/Actor_01/03-01-08-02-01-02-01.wav
surprised,normal,02,02,female,actor_01,data/Actor_01/03-01-08-01-02-02-01.wav
fearful,normal,01,01,female,actor_01,data/Actor_01/03-01-06-01-01-01-01.wav
angry,normal,01,02,female,actor_01,data/Actor_01/03-01-05-01-01-02-01.wav
angry,strong,02,02,female,actor_01,data/Actor_01/03-01-05-02-02-02-01.wav
fearful,strong,02,01,female,actor_01,data/Actor_01/03-01-06-02-02-01-01.wav
sad,normal,02,01,female,actor_01,data/Actor_01/03-01-04-01-02-01-01.wav
disgust,normal,02,02,female,actor_01,data/Actor_01/03-01-07-01-02-02-01.wav
disgust,strong,01,02,female,actor_01,data/Actor_01/03-01-07-02-01-02-01.wav
sad,strong,01,01,female,actor_01,data/Actor_01/03-01-04-02-01-01-01.wav
calm,normal,02,02,female,actor_01,data/Actor_01/03-01-02-01-02-02-01.wav
neutral,normal,02,01,female,actor_01,data/Actor_01/03-01-01-01-02-01-01.wav
calm,strong,01,02,female,actor_01,data/Actor_01/03-01-02-02-01-02-01.wav
happy,normal,01,01,female,actor_01,data/Actor_01/03-01-03-01-01-01-01.wav
happy,strong,02,01,female,actor_01,data/Actor_01/03-01-03-02-02-01-01.wav
surprised,normal,01,02,female,actor_01,data/Actor_01/03-01-08-01-01-02-01.wav
surprised,strong,02,02,female,actor_01,data/Actor_01/03-01-08-02-02-02-01.wav
disgust,strong,02,02,female,actor_01,data/Actor_01/03-01-07-02-02-02-01.wav
sad,strong,02,01,female,actor_01,data/Actor_01/03-01-04-02-02-01-01.wav
sad,normal,01,01,female,actor_01,data/Actor_01/03-01-04-01-01-01-01.wav
disgust,normal,01,02,female,actor_01,data/Actor_01/03-01-07-01-01-02-01.wav
angry,strong,01,02,female,actor_01,data/Actor_01/03-01-05-02-01-02-01.wav
fearful,strong,01,01,female,actor_01,data/Actor_01/03-01-06-02-01-01-01.wav
fearful,normal,02,01,female,actor_01,data/Actor_01/03-01-06-01-02-01-01.wav
angry,normal,02,02,female,actor_01,data/Actor_01/03-01-05-01-02-02-01.wav
surprised,normal,02,01,female,actor_01,data/Actor_01/03-01-08-01-02-01-01.wav
surprised,strong,01,01,female,actor_01,data/Actor_01/03-01-08-02-01-01-01.wav
sad,strong,01,02,female,actor_01,data/Actor_01/03-01-04-02-01-02-01.wav
disgust,strong,01,01,female,actor_01,data/Actor_01/03-01-07-02-01-01-01.wav
disgust,normal,02,01,female,actor_01,data/Actor_01/03-01-07-01-02-01-01.wav
sad,normal,02,02,female,actor_01,data/Actor_01/03-01-04-01-02-02-01.wav
fearful,strong,02,02,female,actor_01,data/Actor_01/03-01-06-02-02-02-01.wav
angry,strong,02,01,female,actor_01,data/Actor_01/03-01-05-02-02-01-01.wav
angry,normal,01,01,female,actor_01,data/Actor_01/03-01-05-01-01-01-01.wav
fearful,normal,01,02,female,actor_01,data/Actor_01/03-01-06-01-01-02-01.wav
neutral,normal,01,02,female,actor_01,data/Actor_01/03-01-01-01-01-02-01.wav
calm,normal,01,01,female,actor_01,data/Actor_01/03-01-02-01-01-01-01.wav
calm,strong,02,01,female,actor_01,data/Actor_01/03-01-02-02-02-01-01.wav
happy,normal,02,02,female,actor_01,data/Actor_01/03-01-03-01-02-02-01.wav
happy,strong,01,02,female,actor_01,data/Actor_01/03-01-03-02-01-02-01.wav
surprised,normal,02,01,male,actor_08,data/Actor_08/03-01-08-01-02-01-08.wav
surprised,strong,01,01,male,actor_08,data/Actor_08/03-01-08-02-01-01-08.wav
disgust,strong,01,01,male,actor_08,data/Actor_08/03-01-07-02-01-01-08.wav
sad,strong,01,02,male,actor_08,data/Actor_08/03-01-04-02-01-02-08.wav
sad,normal,02,02,male,actor_08,data/Actor_08/03-01-04-01-02-02-08.wav
disgust,normal,02,01,male,actor_08,data/Actor_08/03-01-07-01-02-01-08.wav
angry,strong,02,01,male,actor_08,data/Actor_08/03-01-05-02-02-01-08.wav
fearful,strong,02,02,male,actor_08,data/Actor_08/03-01-06-02-02-02-08.wav
fearful,normal,01,02,male,actor_08,data/Actor_08/03-01-06-01-01-02-08.wav
angry,normal,01,01,male,actor_08,data/Actor_08/03-01-05-01-01-01-08.wav
calm,normal,01,01,male,actor_08,data/Actor_08/03-01-02-01-01-01-08.wav
neutral,normal,01,02,male,actor_08,data/Actor_08/03-01-01-01-01-02-08.wav
calm,strong,02,01,male,actor_08,data/Actor_08/03-01-02-02-02-01-08.wav
happy,normal,02,02,male,actor_08,data/Actor_08/03-01-03-01-02-02-08.wav
happy,strong,01,02,male,actor_08,data/Actor_08/03-01-03-02-01-02-08.wav
neutral,normal,02,01,male,actor_08,data/Actor_08/03-01-01-01-02-01-08.wav
calm,normal,02,02,male,actor_08,data/Actor_08/03-01-02-01-02-02-08.wav
calm,strong,01,02,male,actor_08,data/Actor_08/03-01-02-02-01-02-08.wav
happy,normal,01,01,male,actor_08,data/Actor_08/03-01-03-01-01-01-08.wav
happy,strong,02,01,male,actor_08,data/Actor_08/03-01-03-02-02-01-08.wav
surprised,normal,01,02,male,actor_08,data/Actor_08/03-01-08-01-01-02-08.wav
surprised,strong,02,02,male,actor_08,data/Actor_08/03-01-08-02-02-02-08.wav
sad,strong,02,01,male,actor_08,data/Actor_08/03-01-04-02-02-01-08.wav
disgust,strong,02,02,male,actor_08,data/Actor_08/03-01-07-02-02-02-08.wav
disgust,normal,01,02,male,actor_08,data/Actor_08/03-01-07-01-01-02-08.wav
sad,normal,01,01,male,actor_08,data/Actor_08/03-01-04-01-01-01-08.wav
fearful,strong,01,01,male,actor_08,data/Actor_08/03-01-06-02-01-01-08.wav
angry,strong,01,02,male,actor_08,data/Actor_08/03-01-05-02-01-02-08.wav
angry,normal,02,02,male,actor_08,data/Actor_08/03-01-05-01-02-02-08.wav
fearful,normal,02,01,male,actor_08,data/Actor_08/03-01-06-01-02-01-08.wav
happy,strong,01,01,male,actor_08,data/Actor_08/03-01-03-02-01-01-08.wav
happy,normal,02,01,male,actor_08,data/Actor_08/03-01-03-01-02-01-08.wav
calm,strong,02,02,male,actor_08,data/Actor_08/03-01-02-02-02-02-08.wav
neutral,normal,01,01,male,actor_08,data/Actor_08/03-01-01-01-01-01-08.wav
calm,normal,01,02,male,actor_08,data/Actor_08/03-01-02-01-01-02-08.wav
surprised,strong,01,02,male,actor_08,data/Actor_08/03-01-08-02-01-02-08.wav
surprised,normal,02,02,male,actor_08,data/Actor_08/03-01-08-01-02-02-08.wav
angry,normal,01,02,male,actor_08,data/Actor_08/03-01-05-01-01-02-08.wav
fearful,normal,01,01,male,actor_08,data/Actor_08/03-01-06-01-01-01-08.wav
fearful,strong,02,01,male,actor_08,data/Actor_08/03-01-06-02-02-01-08.wav
angry,strong,02,02,male,actor_08,data/Actor_08/03-01-05-02-02-02-08.wav
disgust,normal,02,02,male,actor_08,data/Actor_08/03-01-07-01-02-02-08.wav
sad,normal,02,01,male,actor_08,data/Actor_08/03-01-04-01-02-01-08.wav
sad,strong,01,01,male,actor_08,data/Actor_08/03-01-04-02-01-01-08.wav
disgust,strong,01,02,male,actor_08,data/Actor_08/03-01-07-02-01-02-08.wav
surprised,strong,02,01,male,actor_08,data/Actor_08/03-01-08-02-02-01-08.wav
surprised,normal,01,01,male,actor_08,data/Actor_08/03-01-08-01-01-01-08.wav
fearful,normal,02,02,male,actor_08,data/Actor_08/03-01-06-01-02-02-08.wav
angry,normal,02,01,male,actor_08,data/Actor_08/03-01-05-01-02-01-08.wav
angry,strong,01,01,male,actor_08,data/Actor_08/03-01-05-02-01-01-08.wav
fearful,strong,01,02,male,actor_08,data/Actor_08/03-01-06-02-01-02-08.wav
sad,normal,01,02,male,actor_08,data/Actor_08/03-01-04-01-01-02-08.wav
disgust,normal,01,01,male,actor_08,data/Actor_08/03-01-07-01-01-01-08.wav
disgust,strong,02,01,male,actor_08,data/Actor_08/03-01-07-02-02-01-08.wav
sad,strong,02,02,male,actor_08,data/Actor_08/03-01-04-02-02-02-08.wav
happy,strong,02,02,male,actor_08,data/Actor_08/03-01-03-02-02-02-08.wav
happy,normal,01,02,male,actor_08,data/Actor_08/03-01-03-01-01-02-08.wav
calm,strong,01,01,male,actor_08,data/Actor_08/03-01-02-02-01-01-08.wav
calm,normal,02,01,male,actor_08,data/Actor_08/03-01-02-01-02-01-08.wav
neutral,normal,02,02,male,actor_08,data/Actor_08/03-01-01-01-02-02-08.wav
